MEDIO;SOPORTE;URL;TIPO DE MENSAJE;CONTENIDO A ANALIZAR;INTENSIDAD;TIPO DE ODIO;TONO HUMORISTICO;MODIFICADOR;Unnamed: 9;Unnamed: 10;Unnamed: 11;Unnamed: 12;Unnamed: 13;Unnamed: 14;Unnamed: 15
EL PAï½S ;WEB;URL_54312d9e;COMENTARIO;viï½ndolo en directo, por si acaso, cualquiera se fï½ï½a de los periodistas !;3.0;Otros;;;;;;;;;
EL PAï½S ;WEB;URL_54312d9e;COMENTARIO;y ahora esa misma profesora hace esas declaraciones porque pablo y pedro le han prometido un puesto en el paraï½ï½so....al lado de jesï½s....toda esta gente es de la misma calaï½ï½a que muchas de las metoo....primero se forran haciend opeliculas y lego denuncian.....lance armstrong tuvo que devolver la pasta que habï½ï½a recibido de sus patrocinadores....esta gente igual....unos, y otros, otras y unas...son muy cobardes ....;4.0;Misoginia, Ideolï½gico;;;;;;;;;
EL PAï½S ;WEB;URL_99b28e63;COMENTARIO;ÃÂeso han dicho? ÃÂcoacciï½n de cifu?;0.0;;;;;;;;;;
EL PAï½S ;WEB;URL_99b28e63;COMENTARIO;ÃÂla de falconetti acaso?;4.0;Ideolï½gico;Si;;;;;;;;
EL PAï½S ;WEB;URL_99b28e63;COMENTARIO;ÃÂno ha entendido ud. que este juicio es por falsificar un documento pï½blico? eso es delito. lo de josï½ manuel franco, no, aunque tambiï½n sea criticable. y ademï½s ud. bien lo dice. j.m franco al menos se callï½ asumiendo la culpa. cristina cifuentes ademï½s de todo lo hecho nos toma por imbeciles y que nos creeremos sus mentiras. aunque bien visto no anda muy desencaminada.;4.0;Ideolï½gico;;;;;;;;;
EL PAï½S ;WEB;URL_99b28e63;COMENTARIO;ÃÂpor quï½ ocurre sï½lo en madrid? esperanza aguirre, que fue presidenta de la ca de madrid, estï½ imputada en varios casos de corrupciï½n, ademï½s de nombrar todo un estanque de ranas corruptas. su mano derecha y tomador de testigo en la presidencia de madrid, josï½ ignacio gonzï½lez, estï½ en la cï½rcel por corrupciï½n, y estï½ imputado por varios casos mï½s de corrupciï½n, ademï½s de lo del ï½tico de estepona. la sucesora de ï½ste, cristina cifuentes, estï½ siendo juzgada por corrupciï½n, falsificaciï½n de documentos oficiales, penado con mï½s de tres aï½ï½os de cï½rcel. el sucesor de cifuentes se marchï½ aburrido del pp y se afiliï½ a ciudadanos, partido en peligro de extinciï½n. llegaron las elecciones y la ï½ï½nclita ayuso las perdiï½, pero consiguiï½ su puesto de trabajo como presidenta de la ca gracias a los votos y las negociaciones con el partido de extrema derecha vox. y en esas estamos. isabel dï½ï½az ayuso (ida) la peor presidenta posible de lo que sea. ya no hablemos de su gestiï½n nefasta en el annus horribilis de madrid, donde si el aï½ï½o 2020 ha sido malo, el 2021 ha empezado peor, y ayuso estï½ al frente de la gestiï½n.;3.0;Ideolï½gico;;;;;;;;;
EL PAï½S ;WEB;URL_99b28e63;COMENTARIO;ÃÂtambiï½n sale  ayuso en este sumario? caray, me parece que ya ves a ayuso hasta en la sopa.;0.0;;;;;;;;;;
EL PAï½S ;WEB;URL_99b28e63;COMENTARIO;ÃÂy su actitud ante el tribunal? con lo que tiene encima y la poca entidad de sus excusas ante el acï½mulo de pruebas y evidencias, todavï½ï½a se permite una altanerï½ï½a y una soberbia impropias de alguien que comparece ante un tribunal como investigada-acusada de mï½ltiples delitos. por cierto, viendo la actitud del sr. juez de la causa,amedrentando continuamente a la fiscal y al representante de la acusaciï½n particular, por parte de la universidad( era obvio que estamos en que la mejor defensa es un buen ataque...del sr.juez a la fiscal) se entiende en enroque del pp en el cgpj y la importancia de la designaciï½n de jueces por este ï½rgano ante el rosario de procesos pendientes de altos cargos del pp. asï½ï½ que fabricantes de cortinas de humo vayan avivando los fuegos que hay que hablar mucho de venezuela, del sr. sï½nchez y el coletas con tal de no hablar de las corruptelas de es@ seï½ï½or@ que vd. me dice y que ya no forma parte de este partido. y lo de los eres de andalucia, que ya huele.;3.0;Ideolï½gico;;;;;;;;;
EL PAï½S ;WEB;URL_99b28e63;COMENTARIO;100% pepera. ni una cï½lula fuera de su sitio.;0.0;;;;;;;;;;
EL PAï½S ;WEB;URL_99b28e63;COMENTARIO;a mï½ï½ me la trae floja el resultado. esta seï½ï½ora no daba la talla. como otros ya aludidos.;0.0;;;;;;;;;;
EL PAï½S ;WEB;URL_99b28e63;COMENTARIO;"actuar de buena fe es simplemente que a uno le digan ""todos lo hacen"" para que alguien, con tan pocos fundamentos democraticos, se apunte a lo que sea necesario sin hacerse mas preguntas. las universidades del pp en madrid, capaces de dar masters a sus pï½ï½pilos a cambio de jugosas subvenciones. y dicen que esto no es una mafia.";3.0;Ideolï½gico;;;;;;;;;
EL PAï½S ;WEB;URL_99b28e63;COMENTARIO;actuar si que actuï½. presuntamente coaccionando a las Ã¢ÂÂprofesorasÃ¢ÂÂ. lo de buena fe ya es de traca.;3.0;Ideolï½gico;;Atenuador;;;;;;;
EL PAï½S ;WEB;URL_99b28e63;COMENTARIO;cela era de derechas y no daba vergï½ï½enza ajena. yo dirï½ï½a mï½s bien que muchos de los polï½ï½ticos actuales dan vergï½ï½enza ajena. que de izquierdas tambiï½n hay alguno que otro...;4.0;Ideolï½gico;;;;;;;;;
EL PAï½S ;WEB;URL_99b28e63;COMENTARIO;cela.... camilo? y dices que no daba vergï½ï½enza ajena?;4.0;Ideolï½gico;;;;;;;;;
EL PAï½S ;WEB;URL_99b28e63;COMENTARIO;como se puede tener tanto morro. toda persona que haya pasado por cualquier universidad espaï½ï½ola sabe que los tï½ï½tulos no se dan de oficio, hay que solicitarlos y pagar unas tasas. aunque supongo que como segï½n ella no lo ha pedido tampoco las habrï½ pagado. quï½ polï½ï½ticos tenemos, da hasta vergï½ï½enza ajena.;4.0;Ideolï½gico;;;;;;;;;
EL PAï½S ;WEB;URL_99b28e63;COMENTARIO;cualquiera que haya escrito un trabajo de fin de mï½ster o una tesis doctoral sabe el enorme esfuerzo que cuesta y el cariï½ï½o que se le tiene. como para no guardar copia, vamos. ya que miente al menos qur lo haga con algo de ingenio.;3.0;Ideolï½gico;;;;;;;;;
EL PAï½S ;WEB;URL_99b28e63;COMENTARIO;"despuï½s de lo de las cremas, el ""me quedo"", tï½ï½tulos falsos y tertuliana de telecinco... llega la hora de la traca final de mentiras y culpar a los acï½litos. si buscas vergï½ï½enza ajena, sale la seï½ï½ora cifuentes.";4.0;Ideolï½gico;;;;;;;;;
EL PAï½S ;WEB;URL_99b28e63;COMENTARIO;dice nuestra ex que por sus obligaciones no tenï½ï½a tiempo para asistir a clases presenciales en la universidad. pero para cambiar de sitio unas cremas, de la  estanterï½ï½a de un supermercado a su bolso,  sï½ï½ que encontrï½ tiempo.;3.0;Ideolï½gico;Si;;;;;;;;
EL PAï½S ;WEB;URL_99b28e63;COMENTARIO;efectivamente, enrique ï½lvarez conde falleciï½ en 2019 con lo que se intentarï½ que sea el responsable de casi todo;3.0;Ideolï½gico;;;;;;;;;
EL PAï½S ;WEB;URL_99b28e63;COMENTARIO;el cinismo de esta seï½ï½ora no tiene lï½ï½mites , primero asegura poseer el tï½ï½tulo y lo presenta ante las cï½maras ahora pillada en la mentira la culpa es de la universidad;4.0;Ideolï½gico;;;;;;;;;
EL PAï½S ;WEB;URL_99b28e63;COMENTARIO;el difunto e. ï½lvarez conde actuaba en la cï½tedra de derecho constitucional y en conventï½ï½culo de los master con todas las bendiciones acadï½micas y administrativas de los rectores gonzï½lez-trevijano (hoy en el tc) fernando suï½rez y el concernido ramos lï½pez, amen de  los presidentes de la cam,a r- gallardï½n, la investigada aguirre, los acusados i. gonzï½lez y cifuentes y la corriente ayuso. un cuarto de siglo los contempla gracias a la mayorï½ï½a absoluta obtenida de los  votantes del pp, finalmente condenado por sentencia firme nÃÂº 20/2018 de la  an confirmada por el ts.;3.0;Ideolï½gico;;;;;;;;;
EL PAï½S ;WEB;URL_99b28e63;COMENTARIO;el magistrado que dirige el juicio oral del master de la pï½blica urjc de la cam en  la ap de madrid (si es la secciï½n nÃÂº 15 ï½ la 16 continua siendo duda para la prensa) e integrada por otras dos, forman el trï½ï½o que dictarï½ sentencia en calidad de  administradores de la justicia que emana del pueblo, exclusivo titular constitucional de todos los poderes del estado. en su seno se van desarrollando las sesiones pï½blicas  que con todas las garantï½ï½as de las partes van a esclarecer los graves hechos sucedidos hace aï½ï½os con la expediciï½n de tï½ï½tulos acadï½micos de favor a los dirigentes del pp madrileï½ï½o mediante prï½cticas que han evidenciado la ausencia de un riguroso sistema de enseï½ï½anza eficaz y contrastada por el claustro, sucesivos rectores,   funcionarios...al servicio pï½blico de los ciudadanos para alcanzar progreso cientï½ï½fico y  ï½tico para igualarnos en competencia con  el resto de paï½ï½ses de la ue.;3.0;Ideolï½gico;Si;;;;;;;;
EL PAï½S ;WEB;URL_99b28e63;COMENTARIO;el muerto, culpable, pues.;3.0;Ideolï½gico;Si;;;;;;;;
EL PAï½S ;WEB;URL_99b28e63;COMENTARIO;el propio sentido comï½n desmonta las alegaciones ante el tribunal de cifuentes. vaya asesoramiento mï½s infantil y poco profesional que tiene la seï½ï½ora por parte de su defensa, debe de ser de esos que piensan que con contar cyatro mentiras sin fundamento van a,solucionar el caso.;0.0;;;;;;;;;;
EL PAï½S ;WEB;URL_99b28e63;COMENTARIO;el resto de masterizados peperos deben de estar un tanto nerviosos.casado juega al pleno ,mï½ster y carrera.;3.0;Ideolï½gico;;;;;;;;;
EL PAï½S ;WEB;URL_99b28e63;COMENTARIO;en realidad sale derecha espaï½ï½ola siempre culpando de sus corruptelas a los que ya estï½n muertos que cosas..;3.0;Ideolï½gico;;;;;;;;;
EL PAï½S ;WEB;URL_99b28e63;COMENTARIO;"en suma habrï½ que empezar a retomar aquel tï½rmino que causï½ estupor, "" la casta"".";4.0;Ideolï½gico;;;;;;;;;
EL PAï½S ;WEB;URL_99b28e63;COMENTARIO;entiendo que si te estï½n pidiendo 3 aï½ï½os y 3 meses de cï½rcel largues lo que sea pero desde el punto de vista de los espectadores es ridï½ï½culamente patï½tico. en fin.;4.0;Ideolï½gico;;;;;;;;;
EL PAï½S ;WEB;URL_99b28e63;COMENTARIO;entonces, no negando la endogamia terrible, me imagino que los no independientes deberï½ï½an ser los de los contratos basura. no los otros... vaya, apaga y vï½monos.;3.0;Ideolï½gico;;;;;;;;;
EL PAï½S ;WEB;URL_99b28e63;COMENTARIO;ep el periï½dico que te permite poner a parir al pp a condiciï½n que en el mismo comentario no menciones al psoe ni a sanchez, ni a zp ni al psoe...;3.0;Ideolï½gico;;;;;;;;;
EL PAï½S ;WEB;URL_99b28e63;COMENTARIO;"era la cara bonita del pp, el futuro, la decencia. como se analice su trayectoria profesional y politica posiblemente nos asombrariamos. como esta sra. es ""miembro de jet society"" como se tenia que preocupar por titulos si su posicion social era ÃÂ""de vip""? trepaba para subir de posicion social al precio que fuese. carecia de ""pedigri"" y se apuntaba a todas, master uno, master dos, para obtener un respaldo intelectual y formativo del que carecia. administrativa en la universidad de madrid saco la cerrera. gano unas posiciones para subir de nivel cuyo tribunal de las oposiciones contaba con intimos amigos suyos ... y siguio escalando ... esta vez con la universidad rey juan carlos, creada y controlada por la comunidad de madrid, ppera hasta las cachas. el cumulo de ... ÃÂ...? adscritos a esta universidad no tiene parangon. el rector no vio nada irregular cuando le exigieron una seudo auditoria. una farsa total.";3.0;Ideolï½gico;;;;;;;;;
EL MUNDO;TWITTER;URL_92ffa191;COMENTARIO;si. biden y su jauria... nunca mejor dicho '';4.0;Ideolï½gico;Si;;;;;;;;
EL MUNDO;TWITTER;URL_7c996e99;COMENTARIO;imaginate si la ue no se hubiera bajado los pantalones como ha hecho.;0.0;;;;;;;;;;
EL MUNDO;TWITTER;URL_46fe5fee;COMENTARIO;pues menuda mierda de igualdad... eso si que es discriminaciï½n.;3.0;Misoginia;;;;;;;;;
EL MUNDO;TWITTER;URL_42ffe730;COMENTARIO;escoria de clase polï½ï½tica;4.0;Ideolï½gico;;;;;;;;;
EL MUNDO;TWITTER;URL_f6c1f347;COMENTARIO;entonces es que estï½s forrado... hacienda y los comunistas van a por los ricos;3.0;Ideolï½gico;;;;;;;;;
EL MUNDO;TWITTER;URL_94609ff1;COMENTARIO;pero que credibilidad tienes tu alma de cï½ntaro;4.0;Ideolï½gico;;;;;;;;;
EL MUNDO;TWITTER;URL_ee8375c3;COMENTARIO;[USUARIO_OFUSCADO] pero con la calma, eh... no sea que [USUARIO_OFUSCADO] os de un azote;4.0;Ideolï½gico;;;;;;;;;
EL MUNDO;TWITTER;URL_37223784;COMENTARIO;no entra ni un tonto mï½s en espaï½ï½a...;4.0;Otros;Si;;;;;;;;
EL MUNDO;TWITTER;URL_f5ef5d1c;COMENTARIO;aprovecharse de un partido veleta y sus votantes veletas...;4.0;Ideolï½gico;;;;;;;;;
EL MUNDO;TWITTER;URL_110e1e3f;COMENTARIO;quï½ periï½dico lamentable.;4.0;Ideolï½gico;;;;;;;;;
EL MUNDO;TWITTER;URL_e4c0508f;COMENTARIO;una mierda pal q lo ha escrito, otra para el medio y una a repartir pal q lo crea;4.0;Ideolï½gico;;;;;;;;;
EL MUNDO;TWITTER;URL_15bb4a97;COMENTARIO;hay seï½ï½or illa dejese de tonterias que solo piensa en las elecciones payaso;4.0;Ideolï½gico;;;;;;;;;
EL MUNDO;TWITTER;URL_67aefc1e;COMENTARIO;esto jode a los sicarios de la casta.;3.0;Ideolï½gico;;;;;;;;;
EL MUNDO;TWITTER;URL_09db2fbd;COMENTARIO;igualito que nuestro presidente que no ayuda. yde su desidia hecha la culpa a todos.;3.0;Ideolï½gico;;;;;;;;;
EL MUNDO;TWITTER;URL_545e89a4;COMENTARIO;ese ya tiene donde ir le enchufaran a ï½l y su bmw en algï½n chiringuito. y a vivir que son dos dï½ï½as.;3.0;Ideolï½gico;;;;;;;;;
EL MUNDO;TWITTER;URL_73424d4f;COMENTARIO;mï½ï½ralo por el lado bueno ahora deja en paz a madrid y se va a joder a los catalanes. que dios los pille confesados.;3.0;Ideolï½gico;;;;;;;;;
La Vanguardia;TWITTER;URL_f6f33bae;COMENTARIO;[USUARIO_OFUSCADO] [USUARIO_OFUSCADO] jeta que eres un jeta;4.0;Ideolï½gico;;;;;;;;;
EL MUNDO;TWITTER;URL_b31c818b;COMENTARIO;ÃÂrazones humanitarias con un excremento?;4.0;Ideolï½gico;;;;;;;;;
EL MUNDO;TWITTER;URL_003b795b;COMENTARIO;pero alguien te escucha? eres tonto chaval?;4.0;Ideolï½gico;;;;;;;;;
EL MUNDO;TWITTER;URL_aeeafac7;COMENTARIO;de verdad, que asco dais;4.0;Ideolï½gico;;;;;;;;;
EL MUNDO;TWITTER;URL_24fdd004;COMENTARIO;ya no se que me da mï½s asco si el asesino este o quien lo a excarcelado...;4.0;Otros;;;;;;;;;
EL MUNDO;TWITTER;URL_ab703723;COMENTARIO;"por tratarte como a un ser humano, estas viva....pedazo de mierda.
yo no te hubiese tenido 27 aï½ï½os encerrada en un hotelito a todo lujo.";4.0;Otros;;Intensificador;;;;;;;
EL MUNDO;TWITTER;URL_f3756aff;COMENTARIO;este tï½ï½o es subnormal;4.0;Ideolï½gico;;;;;;;;;
